term_index,job_id,batch_index,circuit_index_in_job,pauli_label_qiskit_order,pauli_label_circuit_order,coefficient_real,shots,ideal_expectation_value,measured_expectation_value,expectation_error,ideal_contribution,measured_contribution,contribution_error,abs_expectation_error,abs_contribution_error,counts_json
966,019e10f6-d0a5-7433-b3c8-a3b23213e9dd,10,66,XZZIXIXZZXZ,ZXZZXIXIZZX,-0.00048828124999999913,10,0.9999999999999999,0.8,-0.19999999999999984,-0.0004882812499999991,-0.0003906249999999993,9.765624999999976e-05,0.19999999999999984,9.765624999999976e-05,"{""00000011110"": 1, ""00001110101"": 1, ""00010000101"": 1, ""00100101000"": 1, ""00100101110"": 1, ""00100110101"": 1, ""00101000000"": 1, ""10101000000"": 1, ""11010011000"": 1, ""11101000011"": 1}"
967,019e10f6-d0a5-7433-b3c8-a3b23213e9dd,10,67,XZZIXIXZZYY,YYZZXIXIZZX,-0.00048828124999999913,10,0.9999999999999999,0.6,-0.3999999999999999,-0.0004882812499999991,-0.00029296874999999945,0.00019531249999999963,0.3999999999999999,0.00019531249999999963,"{""00001101101"": 1, ""00010011011"": 1, ""00010011101"": 1, ""00110101010"": 1, ""00110110000"": 1, ""00111000000"": 1, ""00111010101"": 1, ""11010000011"": 1, ""11011110110"": 1, ""11100101110"": 1}"
968,019e10f6-d0a5-7433-b3c8-a3b23213e9dd,10,68,XZZIXIYXXXY,YXXXYIXIZZX,0.00048828124999999913,10,-0.9999999999999999,-0.6,0.3999999999999999,-0.0004882812499999991,-0.00029296874999999945,0.00019531249999999963,0.3999999999999999,0.00019531249999999963,"{""00001100000"": 1, ""00100100101"": 1, ""00101001101"": 1, ""00111001011"": 1, ""10011101001"": 1, ""11000000111"": 1, ""11010011001"": 1, ""11100111101"": 1, ""11101000100"": 1, ""11101001100"": 1}"
969,019e10f6-d0a5-7433-b3c8-a3b23213e9dd,10,69,XZZIXIYXXYZ,ZYXXYIXIZZX,-0.00048828124999999913,10,0.9999999999999999,0.8,-0.19999999999999984,-0.0004882812499999991,-0.0003906249999999993,9.765624999999976e-05,0.19999999999999984,9.765624999999976e-05,"{""00001101110"": 1, ""00010010111"": 1, ""00010011110"": 1, ""00100100100"": 1, ""00101001010"": 1, ""00101001111"": 2, ""00111011110"": 1, ""11011101000"": 1, ""11101010110"": 1}"
970,019e10f6-d0a5-7433-b3c8-a3b23213e9dd,10,70,XZZIXIYXYIX,XIYXYIXIZZX,0.00048828124999999913,10,-0.9999999999999999,0.0,0.9999999999999999,-0.0004882812499999991,0.0,0.0004882812499999991,0.9999999999999999,0.0004882812499999991,"{""00001100111"": 1, ""00100011100"": 1, ""00110001111"": 1, ""10001100111"": 1, ""11000000011"": 1, ""11001000011"": 1, ""11001101011"": 1, ""11001111110"": 1, ""11100101011"": 2}"
971,019e10f6-d0a5-7433-b3c8-a3b23213e9dd,10,71,XZZIXIYXYZI,IZYXYIXIZZX,0.00048828124999999913,10,-0.9999999999999999,-0.4,0.5999999999999999,-0.0004882812499999991,-0.00019531249999999966,0.0002929687499999994,0.5999999999999999,0.0002929687499999994,"{""00001100001"": 1, ""00010010110"": 1, ""00010110000"": 1, ""00011100001"": 1, ""00100110001"": 1, ""00101001000"": 1, ""00110100111"": 1, ""01010010001"": 1, ""11011110000"": 1, ""11101000010"": 1}"
972,019e10f6-d0a5-7433-b3c8-a3b23213e9dd,10,72,XZZIXIYYIXZ,ZXIYYIXIZZX,-0.00048828124999999913,10,0.9999999999999999,0.6,-0.3999999999999999,-0.0004882812499999991,-0.00029296874999999945,0.00019531249999999963,0.3999999999999999,0.00019531249999999963,"{""00001101000"": 1, ""00011110011"": 1, ""00011111110"": 1, ""00100101011"": 1, ""00110111111"": 1, ""11000111000"": 1, ""11010001101"": 1, ""11011000011"": 1, ""11100110000"": 1, ""11111010110"": 1}"
973,019e10f6-d0a5-7433-b3c8-a3b23213e9dd,10,73,XZZIXIYYIYY,YYIYYIXIZZX,-0.00048828124999999913,10,0.9999999999999999,0.4,-0.5999999999999999,-0.0004882812499999991,-0.00019531249999999966,0.0002929687499999994,0.5999999999999999,0.0002929687499999994,"{""00000101000"": 1, ""00010010101"": 1, ""00011110011"": 2, ""00100011000"": 1, ""00110011110"": 1, ""00111111110"": 1, ""11001100101"": 1, ""11101000011"": 2}"
974,019e10f6-d0a5-7433-b3c8-a3b23213e9dd,10,74,XZZIXIYYZII,IIZYYIXIZZX,-0.00048828124999999913,10,0.9999999999999999,0.6,-0.3999999999999999,-0.0004882812499999991,-0.00029296874999999945,0.00019531249999999963,0.3999999999999999,0.00019531249999999963,"{""00001101001"": 1, ""00101000100"": 1, ""00101010101"": 1, ""00101010111"": 1, ""00111010101"": 1, ""11000010111"": 1, ""11000011001"": 1, ""11100110011"": 1, ""11110100111"": 1, ""11110110100"": 1}"
975,019e10f6-d0a5-7433-b3c8-a3b23213e9dd,10,75,XZZIXIYYZZX,XZZYYIXIZZX,-0.00048828124999999913,10,0.9999999999999999,0.8,-0.19999999999999984,-0.0004882812499999991,-0.0003906249999999993,9.765624999999976e-05,0.19999999999999984,9.765624999999976e-05,"{""00000011011"": 1, ""00011100111"": 1, ""00011111111"": 1, ""00101011011"": 1, ""10101001111"": 1, ""11000001111"": 1, ""11001101011"": 1, ""11110101000"": 1, ""11110111111"": 1, ""11111011000"": 1}"
976,019e10f6-d0a5-7433-b3c8-a3b23213e9dd,10,76,XZZIXZIIIII,IIIIIZXIZZX,-0.00048828124999999913,10,0.9999999999999999,0.6,-0.3999999999999999,-0.0004882812499999991,-0.00029296874999999945,0.00019531249999999963,0.3999999999999999,0.00019531249999999963,"{""00000000101"": 1, ""00001110111"": 1, ""00010000100"": 1, ""00010000101"": 1, ""00010001100"": 1, ""00010001101"": 1, ""00100000010"": 1, ""00100101100"": 1, ""00110111011"": 1, ""11101110000"": 1}"
977,019e10f6-d0a5-7433-b3c8-a3b23213e9dd,10,77,XZZIXZIIIZX,XZIIIZXIZZX,-0.00048828124999999913,10,0.9999999999999999,0.6,-0.3999999999999999,-0.0004882812499999991,-0.00029296874999999945,0.00019531249999999963,0.3999999999999999,0.00019531249999999963,"{""00000000000"": 1, ""00000001011"": 1, ""00010100000"": 1, ""10100101010"": 1, ""11000000011"": 1, ""11010001011"": 1, ""11010011000"": 1, ""11101001100"": 2, ""11110010011"": 1}"
978,019e10f6-d0a5-7433-b3c8-a3b23213e9dd,10,78,XZZIXZIIZXZ,ZXZIIZXIZZX,-0.00048828124999999913,10,0.9999999999999999,0.8,-0.19999999999999984,-0.0004882812499999991,-0.0003906249999999993,9.765624999999976e-05,0.19999999999999984,9.765624999999976e-05,"{""00001111011"": 1, ""00011111110"": 1, ""00101001011"": 1, ""00110111110"": 1, ""01010001110"": 1, ""11010010110"": 1, ""11010011000"": 1, ""11100101011"": 1, ""11101010000"": 1, ""11110101101"": 1}"
979,019e10f6-d0a5-7433-b3c8-a3b23213e9dd,10,79,XZZIXZIIZYY,YYZIIZXIZZX,-0.00048828124999999913,10,0.9999999999999999,1.0,1.1102230246251565e-16,-0.0004882812499999991,-0.00048828124999999913,-5.421010862427522e-20,1.1102230246251565e-16,5.421010862427522e-20,"{""00000011000"": 1, ""00000011101"": 1, ""00001100011"": 1, ""00001110110"": 1, ""00100110011"": 1, ""11000010101"": 1, ""11001100011"": 1, ""11010010000"": 1, ""11101001110"": 1, ""11111011011"": 1}"
980,019e10f6-d0a5-7433-b3c8-a3b23213e9dd,10,80,XZZIXZIZXIX,XIXZIZXIZZX,-0.00048828124999999913,10,0.9999999999999999,0.8,-0.19999999999999984,-0.0004882812499999991,-0.0003906249999999993,9.765624999999976e-05,0.19999999999999984,9.765624999999976e-05,"{""00000000111"": 1, ""00000011100"": 1, ""00111011011"": 1, ""11001011100"": 1, ""11001100111"": 1, ""11010000111"": 1, ""11010011011"": 1, ""11011110111"": 1, ""11100111100"": 1, ""11111010000"": 1}"
981,019e10f6-d0a5-7433-b3c8-a3b23213e9dd,10,81,XZZIXZIZXZI,IZXZIZXIZZX,-0.00048828124999999913,10,0.9999999999999999,0.2,-0.7999999999999998,-0.0004882812499999991,-9.765624999999983e-05,0.00039062499999999926,0.7999999999999998,0.00039062499999999926,"{""00000001100"": 1, ""00001011011"": 1, ""00100111100"": 1, ""00101011011"": 1, ""00110111101"": 1, ""00110111111"": 1, ""10000001010"": 1, ""11001101011"": 1, ""11001111011"": 1, ""11110001010"": 1}"
982,019e10f6-d0a5-7433-b3c8-a3b23213e9dd,10,82,XZZIXZIZYXY,YXYZIZXIZZX,0.00048828124999999913,10,-0.9999999999999999,-0.4,0.5999999999999999,-0.0004882812499999991,-0.00019531249999999966,0.0002929687499999994,0.5999999999999999,0.0002929687499999994,"{""00011100111"": 1, ""00100111110"": 1, ""00110100100"": 1, ""00110110000"": 1, ""11010010001"": 1, ""11011000111"": 1, ""11011110111"": 1, ""11100011000"": 1, ""11110101000"": 1, ""11110111011"": 1}"
983,019e10f6-d0a5-7433-b3c8-a3b23213e9dd,10,83,XZZIXZIZYYZ,ZYYZIZXIZZX,-0.00048828124999999913,10,0.9999999999999999,0.8,-0.19999999999999984,-0.0004882812499999991,-0.0003906249999999993,9.765624999999976e-05,0.19999999999999984,9.765624999999976e-05,"{""00001100110"": 1, ""00010010110"": 1, ""00010111010"": 1, ""00100100101"": 1, ""00100111100"": 1, ""00101011100"": 2, ""10001101011"": 1, ""11010011010"": 1, ""11111001010"": 1}"
984,019e10f6-d0a5-7433-b3c8-a3b23213e9dd,10,84,XZZIXZZXIXZ,ZXIXZZXIZZX,-0.00048828124999999913,10,0.9999999999999999,0.6,-0.3999999999999999,-0.0004882812499999991,-0.00029296874999999945,0.00019531249999999963,0.3999999999999999,0.00019531249999999963,"{""00001100000"": 1, ""00100110101"": 1, ""00110100000"": 1, ""00110110110"": 1, ""00111011011"": 1, ""11000000000"": 1, ""11000100000"": 1, ""11001100000"": 1, ""11011110101"": 1, ""11100100010"": 1}"
985,019e10f6-d0a5-7433-b3c8-a3b23213e9dd,10,85,XZZIXZZXIYY,YYIXZZXIZZX,-0.00048828124999999913,10,0.9999999999999999,0.4,-0.5999999999999999,-0.0004882812499999991,-0.00019531249999999966,0.0002929687499999994,0.5999999999999999,0.0002929687499999994,"{""00000000001"": 1, ""00000001101"": 1, ""00101010110"": 1, ""00111001101"": 1, ""00111001110"": 1, ""11000000010"": 1, ""11000010101"": 1, ""11100110101"": 1, ""11100111000"": 1, ""11111101101"": 1}"
986,019e10f6-d0a5-7433-b3c8-a3b23213e9dd,10,86,XZZIXZZXZII,IIZXZZXIZZX,-0.00048828124999999913,10,0.9999999999999999,0.8,-0.19999999999999984,-0.0004882812499999991,-0.0003906249999999993,9.765624999999976e-05,0.19999999999999984,9.765624999999976e-05,"{""00010001100"": 1, ""00010001110"": 1, ""00011100001"": 1, ""00100100000"": 1, ""00101001111"": 1, ""10100100011"": 1, ""11010010111"": 1, ""11101000001"": 1, ""11110100010"": 1, ""11111000011"": 1}"
987,019e10f6-d0a5-7433-b3c8-a3b23213e9dd,10,87,XZZIXZZXZZX,XZZXZZXIZZX,-0.00048828124999999913,10,0.9999999999999999,0.8,-0.19999999999999984,-0.0004882812499999991,-0.0003906249999999993,9.765624999999976e-05,0.19999999999999984,9.765624999999976e-05,"{""00000001100"": 1, ""00001101111"": 1, ""00010000011"": 1, ""00100110111"": 1, ""00101000011"": 1, ""00110100011"": 1, ""00110110111"": 1, ""11000011011"": 1, ""11100110100"": 1, ""11100111001"": 1}"
988,019e10f6-d0a5-7433-b3c8-a3b23213e9dd,10,88,XZZIXZZYXXY,YXXYZZXIZZX,-0.00048828124999999913,10,0.9999999999999999,0.4,-0.5999999999999999,-0.0004882812499999991,-0.00019531249999999966,0.0002929687499999994,0.5999999999999999,0.0002929687499999994,"{""00000001100"": 1, ""00001100101"": 1, ""00010000000"": 1, ""00100011001"": 1, ""00101010010"": 1, ""00110100001"": 1, ""00110110010"": 1, ""00111000101"": 1, ""10111101000"": 1, ""11101001101"": 1}"
989,019e10f6-d0a5-7433-b3c8-a3b23213e9dd,10,89,XZZIXZZYXYZ,ZYXYZZXIZZX,0.00048828124999999913,10,-0.9999999999999999,-0.4,0.5999999999999999,-0.0004882812499999991,-0.00019531249999999966,0.0002929687499999994,0.5999999999999999,0.0002929687499999994,"{""00001100101"": 1, ""00001111001"": 1, ""00010100100"": 1, ""11011100111"": 1, ""11101000001"": 1, ""11101000100"": 1, ""11101010110"": 1, ""11111000111"": 1, ""11111010011"": 1, ""11111101000"": 1}"
990,019e10f6-d0a5-7433-b3c8-a3b23213e9dd,10,90,XZZIXZZYYIX,XIYYZZXIZZX,-0.00048828124999999913,10,0.9999999999999999,0.2,-0.7999999999999998,-0.0004882812499999991,-9.765624999999983e-05,0.00039062499999999926,0.7999999999999998,0.00039062499999999926,"{""00000111111"": 1, ""00011101011"": 2, ""00101001011"": 1, ""00101010010"": 1, ""00111000000"": 1, ""00111010011"": 1, ""11011011000"": 1, ""11110110010"": 1, ""11111010011"": 1}"
991,019e10f6-d0a5-7433-b3c8-a3b23213e9dd,10,91,XZZIXZZYYZI,IZYYZZXIZZX,-0.00048828124999999913,10,0.9999999999999999,0.4,-0.5999999999999999,-0.0004882812499999991,-0.00019531249999999966,0.0002929687499999994,0.5999999999999999,0.0002929687499999994,"{""00001111001"": 1, ""00010010101"": 1, ""00101000001"": 1, ""00101011000"": 1, ""00101011001"": 1, ""00111010010"": 1, ""11000010001"": 1, ""11001001100"": 1, ""11010100111"": 1, ""11111010100"": 1}"
992,019e10f6-d0a5-7433-b3c8-a3b23213e9dd,10,92,XZZIYXXXXXY,YXXXXXYIZZX,0.00048828124999999913,10,-0.9999999999999999,-0.2,0.7999999999999998,-0.0004882812499999991,-9.765624999999983e-05,0.00039062499999999926,0.7999999999999998,0.00039062499999999926,"{""00000100000"": 1, ""00011000100"": 1, ""00011010110"": 1, ""00100010101"": 1, ""00110100001"": 1, ""11010000100"": 1, ""11011011000"": 1, ""11100011011"": 1, ""11101100101"": 1, ""11111110101"": 1}"
993,019e10f6-d0a5-7433-b3c8-a3b23213e9dd,10,93,XZZIYXXXXYZ,ZYXXXXYIZZX,-0.00048828124999999913,10,0.9999999999999999,0.8,-0.19999999999999984,-0.0004882812499999991,-0.0003906249999999993,9.765624999999976e-05,0.19999999999999984,9.765624999999976e-05,"{""00010001010"": 1, ""00010101101"": 1, ""00101000001"": 1, ""00110010101"": 1, ""00110111110"": 1, ""00111100100"": 1, ""00111110101"": 1, ""11000001001"": 1, ""11100001011"": 1, ""11101111111"": 1}"
994,019e10f6-d0a5-7433-b3c8-a3b23213e9dd,10,94,XZZIYXXXYIX,XIYXXXYIZZX,0.00048828124999999913,10,-0.9999999999999999,-0.6,0.3999999999999999,-0.0004882812499999991,-0.00029296874999999945,0.00019531249999999963,0.3999999999999999,0.00019531249999999963,"{""00000000101"": 1, ""00000011011"": 1, ""00000100000"": 1, ""00001001100"": 1, ""00011101000"": 1, ""00110111001"": 1, ""11001000100"": 1, ""11001010100"": 1, ""11011111011"": 1, ""11111100111"": 1}"
995,019e10f6-d0a5-7433-b3c8-a3b23213e9dd,10,95,XZZIYXXXYZI,IZYXXXYIZZX,0.00048828124999999913,10,-0.9999999999999999,-0.2,0.7999999999999998,-0.0004882812499999991,-9.765624999999983e-05,0.00039062499999999926,0.7999999999999998,0.00039062499999999926,"{""00001001101"": 1, ""00100010111"": 1, ""00100011110"": 1, ""00110100100"": 1, ""00110101111"": 1, ""11010010011"": 1, ""11010110010"": 1, ""11100000100"": 1, ""11101011110"": 1, ""11101101011"": 1}"
996,019e10f6-d0a5-7433-b3c8-a3b23213e9dd,10,96,XZZIYXXYIXZ,ZXIYXXYIZZX,-0.00048828124999999913,10,0.9999999999999999,0.6,-0.3999999999999999,-0.0004882812499999991,-0.00029296874999999945,0.00019531249999999963,0.3999999999999999,0.00019531249999999963,"{""00001100011"": 1, ""00010100110"": 1, ""00011001101"": 1, ""00101100110"": 1, ""00111110011"": 1, ""11000000011"": 1, ""11000011000"": 1, ""11010001010"": 1, ""11011110101"": 1, ""11101110110"": 1}"
997,019e10f6-d0a5-7433-b3c8-a3b23213e9dd,10,97,XZZIYXXYIYY,YYIYXXYIZZX,-0.00048828124999999913,10,0.9999999999999999,0.6,-0.3999999999999999,-0.0004882812499999991,-0.00029296874999999945,0.00019531249999999963,0.3999999999999999,0.00019531249999999963,"{""00010100110"": 1, ""00011101110"": 1, ""00100010101"": 1, ""00101000110"": 1, ""00110000101"": 1, ""11010110011"": 1, ""11011000101"": 1, ""11011100000"": 1, ""11100100000"": 1, ""11111001101"": 1}"
998,019e10f6-d0a5-7433-b3c8-a3b23213e9dd,10,98,XZZIYXXYZII,IIZYXXYIZZX,-0.00048828124999999913,10,0.9999999999999999,0.4,-0.5999999999999999,-0.0004882812499999991,-0.00019531249999999966,0.0002929687499999994,0.5999999999999999,0.0002929687499999994,"{""00000111101"": 1, ""00001001101"": 1, ""00010101000"": 1, ""00011000100"": 1, ""00011011110"": 1, ""00101101100"": 1, ""00110000001"": 1, ""00110010010"": 1, ""11101001101"": 1, ""11111111110"": 1}"
999,019e10f6-d0a5-7433-b3c8-a3b23213e9dd,10,99,XZZIYXXYZZX,XZZYXXYIZZX,-0.00048828124999999913,10,0.9999999999999999,0.6,-0.3999999999999999,-0.0004882812499999991,-0.00029296874999999945,0.00019531249999999963,0.3999999999999999,0.00019531249999999963,"{""00000000000"": 1, ""00000100111"": 1, ""00100001011"": 1, ""00110010101"": 1, ""01011100011"": 1, ""11001101111"": 1, ""11010101011"": 1, ""11011001001"": 1, ""11011100000"": 1, ""11100111000"": 1}"
1000,019e10f6-e569-7a22-aca4-985ddff0d6c0,11,0,XZZIYXYIXIX,XIXIYXYIZZX,0.00048828124999999913,10,-0.9999999999999999,-0.4,0.5999999999999999,-0.0004882812499999991,-0.00019531249999999966,0.0002929687499999994,0.5999999999999999,0.0002929687499999994,"{""00001101100"": 1, ""00100001011"": 1, ""00101100111"": 1, ""00111100000"": 1, ""00111100111"": 1, ""11011001011"": 1, ""11011101101"": 1, ""11101100000"": 1, ""11111010111"": 1, ""11111111011"": 1}"
1001,019e10f6-e569-7a22-aca4-985ddff0d6c0,11,1,XZZIYXYIXZI,IZXIYXYIZZX,0.00048828124999999913,10,-0.9999999999999999,-0.4,0.5999999999999999,-0.0004882812499999991,-0.00019531249999999966,0.0002929687499999994,0.5999999999999999,0.0002929687499999994,"{""00001100111"": 1, ""00010111101"": 1, ""00100011010"": 1, ""00100101100"": 1, ""00101111010"": 1, ""11000010010"": 1, ""11001000000"": 1, ""11100000011"": 1, ""11110000000"": 1, ""11111010001"": 1}"
1002,019e10f6-e569-7a22-aca4-985ddff0d6c0,11,2,XZZIYXYIYXY,YXYIYXYIZZX,-0.00048828124999999913,10,0.9999999999999999,0.6,-0.3999999999999999,-0.0004882812499999991,-0.00029296874999999945,0.00019531249999999963,0.3999999999999999,0.00019531249999999963,"{""00001101111"": 1, ""00010001101"": 1, ""00010100111"": 1, ""00011010110"": 1, ""00101001110"": 1, ""00101111101"": 1, ""00110010001"": 1, ""10101101000"": 1, ""11100110100"": 1, ""11110101011"": 1}"
1003,019e10f6-e569-7a22-aca4-985ddff0d6c0,11,3,XZZIYXYIYYZ,ZYYIYXYIZZX,0.00048828124999999913,10,-0.9999999999999999,-0.6,0.3999999999999999,-0.0004882812499999991,-0.00029296874999999945,0.00019531249999999963,0.3999999999999999,0.00019531249999999963,"{""00000010101"": 1, ""00001101100"": 1, ""00001111111"": 1, ""00011011111"": 1, ""00110110011"": 1, ""11000010000"": 1, ""11000010100"": 1, ""11000100101"": 1, ""11010111001"": 1, ""11111111010"": 1}"
1004,019e10f6-e569-7a22-aca4-985ddff0d6c0,11,4,XZZIYXYZIII,IIIZYXYIZZX,0.00048828124999999913,10,-0.9999999999999999,-0.2,0.7999999999999998,-0.0004882812499999991,-9.765624999999983e-05,0.00039062499999999926,0.7999999999999998,0.00039062499999999926,"{""00000101011"": 1, ""00001111101"": 1, ""00100011110"": 1, ""00110010111"": 1, ""00110110000"": 1, ""01000111111"": 1, ""11001011000"": 1, ""11011011000"": 1, ""11110110011"": 1, ""11111100101"": 1}"
1005,019e10f6-e569-7a22-aca4-985ddff0d6c0,11,5,XZZIYXYZIZX,XZIZYXYIZZX,0.00048828124999999913,10,-0.9999999999999999,-1.0,-1.1102230246251565e-16,-0.0004882812499999991,-0.00048828124999999913,-5.421010862427522e-20,1.1102230246251565e-16,5.421010862427522e-20,"{""00000010000"": 1, ""00001101111"": 1, ""00111100100"": 1, ""11000001111"": 1, ""11001110000"": 1, ""11011011000"": 1, ""11100000111"": 1, ""11100101011"": 1, ""11110011000"": 1, ""11111100111"": 1}"
1006,019e10f6-e569-7a22-aca4-985ddff0d6c0,11,6,XZZIYXYZZXZ,ZXZZYXYIZZX,0.00048828124999999913,10,-0.9999999999999999,-1.0,-1.1102230246251565e-16,-0.0004882812499999991,-0.00048828124999999913,-5.421010862427522e-20,1.1102230246251565e-16,5.421010862427522e-20,"{""00011101101"": 1, ""00110110000"": 1, ""00110110101"": 2, ""11000111110"": 1, ""11010010110"": 1, ""11011000011"": 1, ""11011110000"": 1, ""11110000101"": 1, ""11111101111"": 1}"
1007,019e10f6-e569-7a22-aca4-985ddff0d6c0,11,7,XZZIYXYZZYY,YYZZYXYIZZX,0.00048828124999999913,10,-0.9999999999999999,-0.6,0.3999999999999999,-0.0004882812499999991,-0.00029296874999999945,0.00019531249999999963,0.3999999999999999,0.00019531249999999963,"{""00011101000"": 1, ""00100000110"": 1, ""00100111011"": 1, ""00110011110"": 1, ""00110101000"": 1, ""11001011000"": 1, ""11010001011"": 1, ""11010010101"": 1, ""11010101000"": 1, ""11110110110"": 1}"
1008,019e10f6-e569-7a22-aca4-985ddff0d6c0,11,8,XZZIYYIXIXZ,ZXIXIYYIZZX,-0.00048828124999999913,10,0.9999999999999999,0.8,-0.19999999999999984,-0.0004882812499999991,-0.0003906249999999993,9.765624999999976e-05,0.19999999999999984,9.765624999999976e-05,"{""00010000000"": 1, ""00010000001"": 1, ""00010111000"": 1, ""00011100011"": 1, ""00011101110"": 1, ""11000110110"": 1, ""11011101101"": 1, ""11100011011"": 1, ""11101000000"": 1, ""11111111011"": 1}"
1009,019e10f6-e569-7a22-aca4-985ddff0d6c0,11,9,XZZIYYIXIYY,YYIXIYYIZZX,-0.00048828124999999913,10,0.9999999999999999,0.8,-0.19999999999999984,-0.0004882812499999991,-0.0003906249999999993,9.765624999999976e-05,0.19999999999999984,9.765624999999976e-05,"{""00011101110"": 1, ""00101000000"": 1, ""00110011011"": 1, ""00110011110"": 1, ""00110100011"": 1, ""00111001101"": 1, ""11001011011"": 1, ""11100010110"": 1, ""11101001101"": 1, ""11110001000"": 1}"
1010,019e10f6-e569-7a22-aca4-985ddff0d6c0,11,10,XZZIYYIXZII,IIZXIYYIZZX,-0.00048828124999999913,10,0.9999999999999999,0.6,-0.3999999999999999,-0.0004882812499999991,-0.00029296874999999945,0.00019531249999999963,0.3999999999999999,0.00019531249999999963,"{""00000001101"": 1, ""00011010110"": 1, ""00100100000"": 1, ""00100101100"": 1, ""10010111011"": 1, ""11010110011"": 1, ""11011100010"": 1, ""11110011011"": 1, ""11111000011"": 1, ""11111001110"": 1}"
1011,019e10f6-e569-7a22-aca4-985ddff0d6c0,11,11,XZZIYYIXZZX,XZZXIYYIZZX,-0.00048828124999999913,10,0.9999999999999999,0.6,-0.3999999999999999,-0.0004882812499999991,-0.00029296874999999945,0.00019531249999999963,0.3999999999999999,0.00019531249999999963,"{""00001010100"": 1, ""00001100011"": 1, ""00001101100"": 1, ""00001101111"": 1, ""00001111000"": 1, ""00101111000"": 1, ""00101111011"": 1, ""00111111000"": 1, ""11000011000"": 1, ""11110101100"": 1}"
1012,019e10f6-e569-7a22-aca4-985ddff0d6c0,11,12,XZZIYYIYXXY,YXXYIYYIZZX,-0.00048828124999999913,10,0.9999999999999999,-0.2,-1.2,-0.0004882812499999991,9.765624999999983e-05,0.0005859374999999989,1.2,0.0005859374999999989,"{""00001011101"": 1, ""00010001101"": 1, ""00010110010"": 1, ""00011101001"": 1, ""00100110010"": 1, ""00101010100"": 1, ""00101011101"": 1, ""00111110000"": 1, ""11100100100"": 1, ""11110011101"": 1}"
1013,019e10f6-e569-7a22-aca4-985ddff0d6c0,11,13,XZZIYYIYXYZ,ZYXYIYYIZZX,0.00048828124999999913,10,-0.9999999999999999,-0.6,0.3999999999999999,-0.0004882812499999991,-0.00029296874999999945,0.00019531249999999963,0.3999999999999999,0.00019531249999999963,"{""00001010111"": 1, ""00100101110"": 1, ""11001010011"": 1, ""11001010101"": 1, ""11010110101"": 1, ""11010111000"": 1, ""11011011100"": 1, ""11011100010"": 1, ""11100100100"": 1, ""11110011100"": 1}"
1014,019e10f6-e569-7a22-aca4-985ddff0d6c0,11,14,XZZIYYIYYIX,XIYYIYYIZZX,-0.00048828124999999913,10,0.9999999999999999,0.8,-0.19999999999999984,-0.0004882812499999991,-0.0003906249999999993,9.765624999999976e-05,0.19999999999999984,9.765624999999976e-05,"{""00001100111"": 1, ""00010111111"": 1, ""00011100000"": 1, ""00101000011"": 1, ""00110100111"": 1, ""00110101100"": 1, ""11000110011"": 1, ""11010110011"": 1, ""11100011111"": 1, ""11101000000"": 1}"
1015,019e10f6-e569-7a22-aca4-985ddff0d6c0,11,15,XZZIYYIYYZI,IZYYIYYIZZX,-0.00048828124999999913,10,0.9999999999999999,1.0,1.1102230246251565e-16,-0.0004882812499999991,-0.00048828124999999913,-5.421010862427522e-20,1.1102230246251565e-16,5.421010862427522e-20,"{""00000111111"": 1, ""00001010100"": 1, ""00001100111"": 2, ""00001101101"": 1, ""00010110100"": 1, ""11000000110"": 1, ""11001011110"": 1, ""11011101011"": 1, ""11111110011"": 1}"
1016,019e10f6-e569-7a22-aca4-985ddff0d6c0,11,16,XZZIYYZIIII,IIIIZYYIZZX,-0.00048828124999999913,10,0.9999999999999999,0.2,-0.7999999999999998,-0.0004882812499999991,-9.765624999999983e-05,0.00039062499999999926,0.7999999999999998,0.00039062499999999926,"{""00000101010"": 1, ""00010101110"": 1, ""00101111110"": 1, ""00110011101"": 1, ""00110101011"": 1, ""00111001110"": 1, ""01101001110"": 1, ""11010100111"": 1, ""11010111111"": 1, ""11110011001"": 1}"
1017,019e10f6-e569-7a22-aca4-985ddff0d6c0,11,17,XZZIYYZIIZX,XZIIZYYIZZX,-0.00048828124999999913,10,0.9999999999999999,0.4,-0.5999999999999999,-0.0004882812499999991,-0.00019531249999999966,0.0002929687499999994,0.5999999999999999,0.0002929687499999994,"{""00000010000"": 1, ""00010011100"": 1, ""00011010011"": 1, ""00110010111"": 1, ""11001010000"": 1, ""11011101000"": 1, ""11100011111"": 1, ""11101001111"": 1, ""11101111011"": 1, ""11111001101"": 1}"
1018,019e10f6-e569-7a22-aca4-985ddff0d6c0,11,18,XZZIYYZIZXZ,ZXZIZYYIZZX,-0.00048828124999999913,10,0.9999999999999999,0.4,-0.5999999999999999,-0.0004882812499999991,-0.00019531249999999966,0.0002929687499999994,0.5999999999999999,0.0002929687499999994,"{""00010000101"": 1, ""00010111000"": 1, ""00011101011"": 1, ""00101100000"": 1, ""00101100101"": 1, ""00110100000"": 1, ""00111001110"": 1, ""01001010000"": 1, ""11100100101"": 1, ""11101110011"": 1}"
